epoch,state,net,range
1776232800,S1,-7.70,40.10
1776254400,S1,-20.20,46.70
1776276000,S2,30.60,38.10
1776297600,S1,-1.30,28.40
1776319200,S1,0.30,27.20
1776340800,S3,-34.00,54.10
1776362400,S1,2.50,13.70
1776384000,S1,3.90,41.30
1776405600,S1,6.10,34.00
1776427200,S4,62.90,97.90
1776686400,S1,-3.70,36.00
1776708000,S2,14.80,27.20
1776729600,S3,-40.10,49.50
1776751200,S1,11.60,38.00
1776772800,S3,-83.40,101.70
1776794400,S1,24.90,72.60
1776816000,S5,30.10,36.40
1776837600,S5,-17.10,26.50
1776859200,S1,-12.80,37.30
1776880800,S5,-11.10,29.60
1776902400,S1,-16.00,65.60
1776924000,S1,7.80,42.10
1776945600,S1,-11.50,81.60
1776967200,S3,-15.30,36.70
1776988800,S1,-10.20,54.50
1777010400,S4,21.50,52.30
1777032000,S2,16.90,51.70
1777248000,S2,30.40,59.20
1777269600,S1,-5.70,20.00
1777291200,S3,-22.90,46.80
1777312800,S5,10.40,18.60
1777334400,S3,-60.50,78.50
1777356000,S6,-70.70,88.90
1777377600,S2,33.40,48.30
1777399200,S1,0.30,12.80
1777420800,S1,-4.80,35.20
1777442400,S3,-29.80,47.80
1777464000,S1,-12.40,59.90
1777485600,S1,12.60,42.20
1777507200,S1,0.10,41.90
1777528800,S2,69.30,87.90
1777550400,S1,-13.50,40.60
1777572000,S1,8.90,24.30
1777593600,S3,-22.80,34.00
1777615200,S3,-26.20,49.40
1777636800,S4,51.80,87.00
1777852800,S3,-14.60,27.90
1777874400,S3,-39.00,76.90
1777896000,S4,-38.80,84.60
1777917600,S1,-4.80,17.20
1777939200,S2,26.70,38.50
1777960800,S1,17.60,32.30
1777982400,S1,-2.40,33.70
1778004000,S2,34.00,50.10
1778025600,S2,69.80,76.50
1778047200,S2,29.40,66.80
1778068800,S1,-8.50,57.70
1778090400,S2,13.10,18.60
1778112000,S1,1.10,36.50
1778133600,S4,42.50,54.10
1778155200,S3,-31.00,80.90
1778176800,S1,-7.80,58.10
1778198400,S1,22.60,38.70
1778220000,S1,-9.00,37.30
1778241600,S1,2.90,50.80
1778457600,S3,-40.30,59.00
1778479200,S1,23.80,32.10
1778500800,S4,50.10,82.50
1778522400,S2,44.10,50.20
1778544000,S3,-53.50,65.90
1778565600,S1,-8.00,30.20
1778587200,S3,-28.80,74.60
1778608800,S2,39.00,48.60
1778630400,S1,-13.10,38.80
1778652000,S1,-6.60,30.80
1778673600,S1,-11.50,41.90
1778695200,S1,9.70,23.50
1778716800,S1,-6.80,46.50
1778738400,S1,4.20,33.10
1778760000,S1,-16.00,45.60
1778781600,S3,-27.80,35.20
1778803200,S3,-93.50,102.70
1778824800,S1,-6.50,58.40
1778846400,S1,8.00,57.10
1779062400,S1,-6.40,72.50
1779084000,S1,19.90,38.80
1779105600,S1,-3.00,52.40
1779127200,S2,34.20,54.90
1779148800,S3,-41.60,59.20
1779170400,S1,-9.70,34.10
1779192000,S3,-29.20,83.80
1779213600,S1,-12.70,27.50
1779235200,S1,-17.00,57.00
1779256800,S2,26.40,40.10
1779278400,S4,34.10,89.30
1779300000,S1,13.40,21.50
1779321600,S1,-19.40,53.40
1779343200,S1,-13.00,38.50
1779364800,S2,37.90,72.90
1779386400,S5,-17.00,29.20
1779408000,S3,-23.80,33.70
1779429600,S1,9.60,26.50
1779451200,S1,-0.90,49.40
1779775200,S4,-20.40,37.90
1779796800,S1,-17.10,44.90
1779818400,S2,29.60,48.10
1779840000,S3,-20.90,35.30
1779861600,S4,-38.10,75.20
1779883200,S2,23.40,65.50
1779904800,S1,-3.90,28.80
1779926400,S4,-60.30,93.90
1779948000,S1,1.00,30.50
1779969600,S4,121.30,135.60
1779991200,S5,-13.60,27.60
1780012800,S2,20.30,28.70
1780034400,S2,23.00,34.40
1780056000,S1,15.20,83.70
1780272000,S3,-22.30,39.70
1780293600,S1,-12.10,30.00
1780315200,S4,-18.30,64.40
1780336800,S5,-3.10,12.00
1780358400,S2,32.60,66.50
1780380000,S1,10.40,24.40
1780401600,S3,-43.50,52.50
1780423200,S1,-11.40,32.20
1780444800,S1,-16.80,40.30
1780466400,S1,5.20,33.30
1780488000,S3,-23.70,41.60
1780509600,S2,16.40,41.10
1780531200,S1,12.00,41.20
1780552800,S4,43.40,57.00
1780574400,S3,-33.10,59.40
1780596000,S3,-17.70,23.60
1780617600,S3,-22.30,35.80
1780639200,S2,30.60,47.40
1780660800,S6,-131.20,155.30
1780876800,S3,-49.50,84.50
1780898400,S2,39.50,61.40
1780920000,S1,7.70,32.50
1780941600,S3,-22.40,34.20
1780963200,S2,27.00,36.90
1780984800,S1,-3.80,28.70
1781006400,S3,-77.20,128.70
1781028000,S3,-42.40,65.80
1781049600,S1,-16.50,56.90
1781071200,S3,-58.40,77.30
1781092800,S4,-35.00,86.00
1781114400,S3,-65.60,97.80
1781136000,S2,44.60,80.50
1781157600,S1,-14.30,36.60
1781179200,S4,72.30,119.00
1781200800,S4,67.40,115.80
1781222400,S3,-45.40,59.60
1781244000,S2,33.10,58.50
1781265600,S1,13.90,59.30
1781481600,S5,17.10,50.40
1781503200,S5,25.10,47.30
1781524800,S1,-10.60,49.80
1781546400,S1,-8.90,23.00
1781568000,S1,0.60,26.70
1781589600,S2,24.00,36.40
1781611200,S1,-0.10,42.80
1781632800,S3,-11.00,15.70
1781654400,S1,-4.80,32.70
1781676000,S1,-3.90,19.50
1781697600,S4,58.30,64.90
1781719200,S6,-102.40,162.20
1781740800,S4,30.40,54.00
1781762400,S3,-67.80,72.40
1781784000,S1,-11.00,63.20
1781805600,S3,-42.40,47.10
1781827200,S3,-39.40,54.20
1782086400,S4,54.00,81.50
1782108000,S1,13.70,60.80
1782129600,S1,-24.50,57.00
1782151200,S5,3.90,40.70
1782172800,S3,-66.10,83.80
1782194400,S1,1.50,42.90
1782216000,S5,4.90,40.70
1782237600,S3,-29.40,50.90
1782259200,S1,-23.90,62.70
1782280800,S3,-29.90,60.80
1782302400,S4,-73.60,84.90
1782324000,S2,36.70,58.20
1782345600,S1,-26.70,55.20
1782367200,S1,-6.20,31.30
1782388800,S2,54.80,66.50
1782410400,S3,-20.30,32.40
1782432000,S1,-6.70,46.70
1782453600,S2,37.80,49.40
1782475200,S2,28.50,60.90
1782691200,S1,-7.30,36.60
1782712800,S1,-15.30,45.10
1782734400,S3,-18.20,55.00
1782756000,S1,-6.30,20.80
1782777600,S3,-37.50,73.50
1782799200,S4,56.00,60.30
1782820800,S1,-2.50,56.00
1782842400,S3,-27.00,30.70
1782864000,S3,-32.30,40.40
1782885600,S4,57.40,76.40
1782907200,S4,37.70,104.40
1782928800,S3,-34.90,42.60
1782950400,S2,31.10,43.50
1782972000,S1,-0.80,22.90
1782993600,S4,42.20,83.70
1783015200,S2,19.50,30.50
1783036800,S4,49.50,72.40
1783296000,S3,-36.10,59.10
1783317600,S1,7.90,38.90
1783339200,S1,5.50,46.70
1783360800,S5,-4.60,20.20
1783382400,S3,-33.30,46.80
1783404000,S2,33.60,39.40
1783425600,S1,-12.70,45.50
1783447200,S3,-47.20,53.80
1783468800,S2,30.00,37.80
1783490400,S4,-66.50,94.70
1783512000,S1,4.50,64.30
1783533600,S1,9.80,27.80
1783555200,S1,3.90,35.70
1783576800,S2,27.40,36.60
1783598400,S2,27.40,33.60
1783620000,S5,-12.30,18.20
